timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1516786564991032,30,-48,-94,-28,-18,-23,-38,-44
1516786565007076,-18,23,57,39,5,-52,-86,-105
1516786565007076,-42,3,-21,-10,-4,5,-117,-103
1516786565014095,-11,10,-32,1,-2,-98,-128,70
1516786565014095,38,36,31,7,7,-94,-113,106
1516786565028132,28,21,18,36,1,-55,105,127
1516786565028132,11,-12,-74,-27,-4,54,120,127
1516786565036154,-3,-28,-25,-27,-14,127,127,71
1516786565036154,-7,-1,70,-13,5,127,127,-27
1516786565053199,-1,-34,-31,-24,-17,124,2,-83
1516786565053199,33,-19,11,90,37,105,-89,-73
1516786565054201,14,-1,49,15,-5,34,-107,-98
1516786565054201,-24,1,-46,43,23,-52,-110,-31
1516786565066233,13,33,67,-28,-12,-81,-61,-41
1516786565066233,10,55,67,-6,-8,-128,17,56
1516786565073252,-25,50,57,11,3,-128,5,-46
1516786565073252,-23,36,12,-8,-4,-84,39,-23
1516786565088292,66,33,-64,-8,-11,-22,41,-30
1516786565088292,-2,-93,-26,-21,-20,-45,10,115
1516786565096313,11,14,-10,19,6,-25,33,-49
1516786565096313,-30,-24,-21,2,3,11,8,-73
1516786565111354,-8,-48,22,-1,6,44,9,16
1516786565111354,5,26,34,6,4,-2,11,22
1516786565112373,-15,-45,-9,4,8,-40,3,-20
1516786565112373,-8,-26,-52,-74,-12,-100,-9,-7
1516786565126392,-14,-7,-38,-7,-11,34,-30,3
1516786565126392,19,34,79,0,-21,62,15,-13
1516786565133413,-4,2,-35,0,-15,127,12,15
1516786565133413,-15,4,33,46,8,127,-6,-3
1516786565148452,9,-3,-9,-19,-5,-26,-19,3
1516786565148452,-37,13,8,6,3,-78,-10,-13
1516786565156472,-5,7,-8,0,7,-81,1,-2
1516786565156472,43,4,17,-2,7,-100,-5,23
1516786565171513,-6,0,-18,-17,6,-48,10,37
1516786565171513,17,17,66,39,9,-42,0,-40
1516786565172515,-26,-26,-100,-28,4,-30,-3,-25
1516786565172515,-7,0,9,-19,-17,-19,-10,-8
1516786565186564,-14,2,18,8,9,16,-2,-6
1516786565186564,1,-3,-25,-3,3,2,6,-6
1516786565193572,-7,-9,22,6,-3,-13,-4,7
1516786565193572,-5,-4,1,0,-8,14,-1,-3
1516786565208612,-3,1,-29,-12,-3,11,-2,-1
1516786565208612,-8,-10,-15,-10,-1,-13,-5,-4
1516786565215631,23,11,-19,-1,-5,2,-6,2
1516786565215631,-18,-22,-14,-8,-6,12,-2,1
1516786565231674,-7,7,39,14,3,3,2,-4
1516786565231674,7,8,16,-15,-5,-8,1,5
1516786565232677,-2,3,-2,-15,-14,-5,-2,0
1516786565232677,3,6,-26,29,10,14,7,0
1516786565245711,-10,-12,24,-2,1,-4,-4,-4
1516786565245711,1,-3,-29,4,-1,1,2,0
1516786565253732,-6,0,17,-16,-1,5,2,4
1516786565253732,-3,-8,26,-5,-7,-4,-2,3
1516786565268797,1,8,-27,16,3,-1,-5,-1
1516786565268797,0,-3,7,-10,-3,-4,2,3
1516786565275816,-10,-12,1,9,9,4,-1,-8
1516786565275816,0,2,-30,-11,-1,4,0,1
1516786565291832,2,3,-1,6,2,3,0,3
1516786565291832,-1,-4,-2,-5,4,-3,-1,-1
1516786565292835,-11,-6,-23,19,5,0,1,-1
1516786565292835,-6,0,4,-4,-4,-5,-5,-8
1516786565305869,0,-1,39,0,-7,0,0,0
1516786565305869,-7,-2,-34,3,6,0,-1,-12
1516786565313891,6,-5,5,-1,-1,-3,-1,14
1516786565313891,1,4,4,-3,-1,3,0,-1
1516786565328931,-1,0,-44,-17,-2,3,1,-3
1516786565328931,2,11,59,24,2,-6,-3,-4
1516786565335951,-4,-17,-35,-12,-8,-5,-5,-7
1516786565335951,-3,-6,4,-14,-11,-1,-2,0
1516786565351993,-1,-6,-10,-46,-21,-6,-2,3
1516786565351993,0,-2,33,73,30,5,-2,-1
1516786565351993,-6,10,63,24,-7,-5,-12,-15
1516786565351993,1,0,1,-39,-29,-10,-2,2
1516786565366030,-9,-15,28,10,8,15,5,-2
1516786565366030,4,7,-34,-9,-3,2,1,6
1516786565374052,1,5,43,38,17,-3,-4,-2
1516786565374052,2,0,-7,67,25,11,0,-2
1516786565388090,-5,3,-21,-18,-21,-10,-8,-2
1516786565388090,-1,3,14,-28,-11,-9,-4,-3
1516786565396117,-4,-4,-4,-43,-13,-5,0,-3
1516786565396117,-2,1,-7,-20,-7,-1,2,0
1516786565412159,8,-2,-8,0,8,3,1,-1
1516786565412159,4,-10,-24,5,1,-4,-1,5
1516786565412159,-15,-10,-16,-30,-13,-13,-10,-9
1516786565412159,-1,-3,6,9,14,14,5,3
1516786565426355,0,9,-23,19,4,-5,-3,-5
1516786565426355,1,1,0,-21,-8,2,-2,-2
1516786565434211,11,16,15,6,-2,2,5,3
1516786565434211,-5,-5,0,12,6,0,1,1
